1 0 3765
2 3765 1660
3 5425 2710
4 8135 2691
5 10826 523
6 11349 4159
7 15508 6081
8 21589 1747
9 23336 3602
10 26938 2465
11 29403 6033
12 35436 5790
13 41226 7776
14 49002 4949
15 53951 917
16 54868 1283
17 56151 2043
18 58194 4075
19 62269 3504
20 65773 616
21 66389 4069
22 70458 2920
23 73378 2863
24 76241 3515
25 79756 5622
26 85378 4657
27 90035 5104
28 95139 2717
29 97856 9178
30 107034 9416
31 116450 5558
32 122008 2033
33 124041 7365
34 131406 3498
35 134904 2618
36 137522 8376
37 145898 1318
38 147216 1894
39 149110 3098
40 152208 4570
41 156778 2035
42 158813 1211
43 160024 1231
44 161255 5299
45 166554 2793
46 169347 4026
47 173373 1148
48 174521 2034
49 176555 2156
50 178711 1349
51 180060 1596
52 181656 7331
53 188987 5308
54 194295 749
55 195044 873
56 195917 545
57 196462 583
58 197045 1353
59 198398 3536
60 201934 3751
61 205685 524
62 206209 2097
63 208306 1350
64 209656 3408
65 213064 6262
66 219326 3280
67 222606 5336
68 227942 3022
69 230964 3823
70 234787 3051
71 237838 2113
72 239951 1947
73 241898 3210
74 245108 3789
75 248897 223
76 249120 1954
77 251074 2184
78 253258 3821
79 257079 3812
80 260891 11164
81 272055 2063
82 274118 3836
83 277954 4230
84 282184 1529
85 283713 1470
86 285183 2365
87 287548 1962
88 289510 3114
89 292624 1931
90 294555 2400
91 296955 5679
92 302634 2563
93 305197 8593
94 313790 7416
95 321206 2430
96 323636 1474
97 325110 1654
98 326764 2687
99 329451 2595
100 332046 2267
101 334313 3078
102 337391 2084
103 339475 3002
104 342477 6970
105 349447 6376
106 355823 6908
107 362731 6787
108 369518 3959
109 373477 8140
110 381617 7801
111 389418 3131
112 392549 1814
113 394363 2998
114 397361 1630
115 398991 3040
116 402031 3451
117 405482 1875
118 407357 1542
119 408899 4786
120 413685 1759
121 415444 1533
122 416977 2479
123 419456 3630
124 423086 2078
125 425164 1473
126 426637 2826
127 429463 7832
128 437295 3347
129 440642 3640
130 444282 8889
