1 0 6722
2 6722 8228
3 14950 3724
4 18674 5029
5 23703 3509
6 27212 1897
7 29109 1000
8 30109 1419
9 31528 1178
10 32706 2108
11 34814 1308
12 36122 1747
13 37869 1817
14 39686 2191
15 41877 1813
16 43690 7676
17 51366 18364
18 69730 3888
19 73618 4420
20 78038 3355
21 81393 3558
22 84951 10522
23 95473 4074
24 99547 1228
25 100775 903
26 101678 1515
27 103193 976
28 104169 1984
29 106153 4473
30 110626 1641
31 112267 6253
32 118520 7709
33 126229 2004
34 128233 4014
35 132247 2684
36 134931 4782
37 139713 8859
38 148572 4988
39 153560 7986
40 161546 4796
41 166342 10050
42 176392 2223
43 178615 1628
44 180243 2112
45 182355 1887
46 184242 2448
47 186690 2906
48 189596 2594
49 192190 13313
50 205503 2501
51 208004 2272
52 210276 2526
53 212802 3098
54 215900 10172
55 226072 9664
56 235736 4732
57 240468 7012
58 247480 3672
59 251152 3439
60 254591 2859
61 257450 5890
62 263340 3096
63 266436 5871
64 272307 4785
65 277092 13747
66 290839 3843
67 294682 2982
68 297664 1636
69 299300 8121
70 307421 5704
71 313125 12515
72 325640 3828
73 329468 2217
74 331685 5480
75 337165 5862
76 343027 7940
77 350967 10155
78 361122 3615
79 364737 3401
80 368138 2197
81 370335 397
82 370732 2043
83 372775 1496
84 374271 7391
85 381662 1033
86 382695 957
87 383652 1690
88 385342 3291
89 388633 1838
90 390471 4074
91 394545 2183
92 396728 4040
93 400768 1410
94 402178 4933
95 407111 2615
96 409726 1766
97 411492 1989
98 413481 1498
99 414979 1044
100 416023 1101
101 417124 6705
102 423829 2176
103 426005 1947
104 427952 6705
105 434657 6222
106 440879 646
107 441525 1852
108 443377 3096
109 446473 1273
110 447746 2316
111 450062 1128
112 451190 3495
113 454685 4127
114 458812 6303
115 465115 3770
116 468885 727
117 469612 4292
118 473904 4096
119 478000 552
120 478552 1014
121 479566 1599
122 481165 3670
123 484835 3604
124 488439 4819
125 493258 2713
126 495971 2094
127 498065 3146
128 501211 817
129 502028 7197
130 509225 962
131 510187 3163
132 513350 2400
133 515750 3421
134 519171 2565
135 521736 4086
136 525822 2057
137 527879 1877
138 529756 1438
139 531194 4440
140 535634 3897
141 539531 5696
142 545227 6680
143 551907 4546
144 556453 1816
145 558269 1285
146 559554 2864
147 562418 6459
148 568877 2554
149 571431 3463
150 574894 2728
151 577622 2292
152 579914 10515
153 590429 9131
154 599560 6829
155 606389 2220
156 608609 2536
157 611145 2406
158 613551 2385
159 615936 1362
160 617298 1151
161 618449 2961
162 621410 10187
163 631597 1292
164 632889 3984
165 636873 1140
166 638013 472
167 638485 10811
168 649296 1851
169 651147 3379
170 654526 3358
171 657884 3598
172 661482 9708
173 671190 2200
174 673390 1127
175 674517 796
176 675313 1070
177 676383 1848
178 678231 8537
179 686768 3471
180 690239 6361
181 696600 4830
182 701430 5626
183 707056 1722
184 708778 5376
185 714154 1707
186 715861 1726
187 717587 6818
188 724405 2800
189 727205 1512
190 728717 2082
191 730799 2596
192 733395 2593
193 735988 3796
194 739784 430
195 740214 440
196 740654 456
197 741110 500
198 741610 470
199 742080 478
200 742558 502
201 743060 538
202 743598 486
203 744084 516
204 744600 492
205 745092 484
206 745576 500
207 746076 468
208 746544 536
209 747080 215
210 747295 177
211 747472 205
212 747677 177
213 747854 622
214 748476 656
215 749132 629
216 749761 656
217 750417 190
218 750607 625
219 751232 231
220 751463 177
221 751640 659
222 752299 171
223 752470 669
224 753139 639
225 753778 634
226 754412 637
227 755049 637
228 755686 634
229 756320 628
230 756948 643
231 757591 655
232 758246 638
233 758884 180
234 759064 631
235 759695 220
236 759915 684
237 760599 221
238 760820 627
239 761447 370
240 761817 192
241 762009 672
242 762681 657
243 763338 573
244 763911 683
245 764594 636
246 765230 668
247 765898 653
248 766551 661
249 767212 654
250 767866 658
251 768524 217
252 768741 635
253 769376 622
254 769998 656
255 770654 677
256 771331 634
257 771965 630
258 772595 221
259 772816 555
260 773371 625
261 773996 211
262 774207 655
263 774862 640
264 775502 625
265 776127 226
266 776353 626
267 776979 179
268 777158 673
269 777831 179
270 778010 197
271 778207 190
272 778397 217
273 778614 631
274 779245 659
275 779904 629
276 780533 672
277 781205 668
278 781873 222
279 782095 555
280 782650 625
281 783275 294
282 783569 311
283 783880 191
284 784071 655
285 784726 217
286 784943 288
287 785231 666
288 785897 179
289 786076 268
290 786344 199
291 786543 242
292 786785 682
293 787467 640
294 788107 635
295 788742 639
296 789381 188
297 789569 555
298 790124 659
299 790783 219
300 791002 658
301 791660 659
302 792319 211
303 792530 193
304 792723 633
305 793356 197
306 793553 659
307 794212 646
308 794858 679
309 795537 669
310 796206 646
311 796852 673
312 797525 661
313 798186 661
314 798847 635
315 799482 205
316 799687 621
317 800308 625
318 800933 636
319 801569 644
320 802213 636
321 802849 659
322 803508 192
323 803700 601
324 804301 657
325 804958 642
326 805600 638
327 806238 659
328 806897 638
329 807535 221
330 807756 635
331 808391 666
332 809057 177
333 809234 659
334 809893 667
335 810560 178
336 810738 625
337 811363 190
338 811553 196
339 811749 190
340 811939 618
341 812557 629
342 813186 636
343 813822 644
344 814466 637
345 815103 640
346 815743 191
347 815934 601
348 816535 659
349 817194 178
350 817372 628
351 818000 639
352 818639 625
353 819264 659
354 819923 221
355 820144 632
356 820776 189
357 820965 642
358 821607 659
359 822266 216
360 822482 171
361 822653 190
362 822843 619
363 823462 637
364 824099 646
365 824745 638
366 825383 635
367 826018 191
368 826209 603
369 826812 657
370 827469 214
371 827683 623
372 828306 659
373 828965 283
374 829248 178
375 829426 642
376 830068 218
377 830286 707
378 830993 171
379 831164 658
380 831822 193
381 832015 193
382 832208 193
383 832401 193
384 832594 205
385 832799 199
386 832998 620
387 833618 190
388 833808 600
389 834408 220
390 834628 636
391 835264 622
392 835886 630
393 836516 637
394 837153 637
395 837790 633
396 838423 640
397 839063 625
398 839688 658
399 840346 658
400 841004 630
401 841634 630
402 842264 192
403 842456 172
404 842628 646
405 843274 199
406 843473 190
407 843663 620
408 844283 637
409 844920 646
410 845566 637
411 846203 634
412 846837 184
413 847021 600
414 847621 658
415 848279 640
416 848919 621
417 849540 658
418 850198 629
419 850827 211
420 851038 638
421 851676 178
422 851854 658
423 852512 176
424 852688 197
425 852885 183
426 853068 215
427 853283 620
428 853903 637
429 854540 648
430 855188 638
431 855826 658
432 856484 600
433 857084 230
434 857314 639
435 857953 201
436 858154 658
437 858812 681
438 859493 673
439 860166 630
440 860796 212
441 861008 646
442 861654 674
443 862328 649
444 862977 661
445 863638 665
446 864303 653
447 864956 668
448 865624 662
449 866286 666
450 866952 664
451 867616 640
452 868256 217
453 868473 633
454 869106 622
455 869728 631
456 870359 632
457 870991 647
458 871638 666
459 872304 178
460 872482 600
461 873082 626
462 873708 193
463 873901 198
464 874099 640
465 874739 624
466 875363 658
467 876021 627
468 876648 646
469 877294 239
470 877533 165
471 877698 229
472 877927 165
473 878092 618
474 878710 630
475 879340 637
476 879977 639
477 880616 641
478 881257 190
479 881447 658
480 882105 196
481 882301 204
482 882505 639
483 883144 658
484 883802 257
485 884059 183
486 884242 208
487 884450 178
488 884628 645
489 885273 658
490 885931 232
491 886163 616
492 886779 601
493 887380 192
494 887572 202
495 887774 639
496 888413 638
497 889051 215
498 889266 620
499 889886 632
500 890518 637
501 891155 647
502 891802 637
503 892439 659
504 893098 192
505 893290 640
506 893930 659
507 894589 689
508 895278 613
509 895891 201
510 896092 242
511 896334 220
512 896554 632
513 897186 647
514 897833 187
515 898020 189
516 898209 663
517 898872 692
518 899564 672
519 900236 651
520 900887 663
521 901550 662
522 902212 691
523 902903 627
524 903530 217
525 903747 633
526 904380 637
527 905017 619
528 905636 631
529 906267 637
530 906904 647
531 907551 635
532 908186 691
533 908877 191
534 909068 659
535 909727 192
536 909919 641
537 910560 622
538 911182 659
539 911841 241
540 912082 240
541 912322 635
542 912957 197
543 913154 659
544 913813 655
545 914468 217
546 914685 229
547 914914 223
548 915137 618
549 915755 632
550 916387 644
551 917031 641
552 917672 653
553 918325 197
554 918522 601
555 919123 649
556 919772 207
557 919979 621
558 920600 659
559 921259 207
560 921466 268
561 921734 212
562 921946 659
563 922605 602
564 923207 230
565 923437 661
566 924098 659
567 924757 186
568 924943 644
569 925587 621
570 926208 200
571 926408 639
572 927047 624
573 927671 626
574 928297 195
575 928492 201
576 928693 189
